	radius	contour time	total time
0	2	0.28371256987253823	8.800162116686503
1	4	0.5925860087076823	8.62506353855133
2	6	2.053817860285441	10.129784750938416
3	8	6.208030366897583	14.304112617174784
4	10	12.723511457443237	20.836692905426027
